Time resolution is 1 ps
Time	State	Sample Valid	SPI CS	SPI CLK	TX Byte	RX Byte	Bytes Sent
30000	2	0	1	1	00	00	  0
31000	2	0	1	1	00	00	  0
31000	2	0	1	1	00	00	  0
31000	2	0	1	1	00	00	  0
31000	2	0	1	1	00	00	  0
31000	2	0	1	1	00	00	  0
32000	2	0	1	1	00	00	  0
32000	2	0	1	1	00	00	  0
32000	2	0	1	1	00	00	  0
32000	2	0	1	1	00	00	  0
32000	2	0	1	1	00	00	  0
33000	2	0	1	1	00	00	  0
33000	2	0	1	1	00	00	  0
33000	2	0	1	1	00	00	  0
33000	2	0	1	1	00	00	  0
33000	2	0	1	1	00	00	  0
34000	2	0	1	1	00	00	  0
34000	2	0	1	1	00	00	  0
34000	2	0	1	1	00	00	  0
34000	2	0	1	1	00	00	  0
34000	2	0	1	1	00	00	  0
35000	2	0	1	1	00	00	  0
35000	2	0	1	1	00	00	  0
35000	2	0	1	1	00	00	  0
35000	2	0	1	1	00	00	  0
35000	2	0	1	1	00	00	  0
36000	2	0	1	1	00	00	  0
36000	2	0	1	1	00	00	  0
36000	2	0	1	1	00	00	  0
36000	2	0	1	1	00	00	  0
36000	2	0	1	1	00	00	  0
37000	2	0	1	1	00	00	  0
37000	2	0	1	1	00	00	  0
37000	2	0	1	1	00	00	  0
37000	2	0	1	1	00	00	  0
37000	2	0	1	1	00	00	  0
38000	2	0	1	1	00	00	  0
38000	2	0	1	1	00	00	  0
38000	2	0	1	1	00	00	  0
38000	2	0	1	1	00	00	  0
38000	2	0	1	1	00	00	  0
39000	2	0	1	1	00	00	  0
39000	2	0	1	1	00	00	  0
39000	2	0	1	1	00	00	  0
39000	2	0	1	1	00	00	  0
39000	2	0	1	1	00	00	  0
40000	2	0	1	1	00	00	  0
40000	2	0	1	1	00	00	  0
40000	2	0	1	1	00	00	  0
40000	2	0	1	1	00	00	  0
40000	2	0	1	1	00	00	  0
41000	2	0	1	1	00	00	  0
41000	2	0	1	1	00	00	  0
41000	2	0	1	1	00	00	  0
41000	2	0	1	1	00	00	  0
41000	2	0	1	1	00	00	  0
42000	2	0	1	1	00	00	  0
42000	2	0	1	1	00	00	  0
42000	2	0	1	1	00	00	  0
42000	2	0	1	1	00	00	  0
42000	2	0	1	1	00	00	  0
43000	2	0	1	1	00	00	  0
43000	2	0	1	1	00	00	  0
43000	2	0	1	1	00	00	  0
43000	2	0	1	1	00	00	  0
43000	2	0	1	1	00	00	  0
44000	2	0	1	1	00	00	  0
44000	2	0	1	1	00	00	  0
44000	2	0	1	1	00	00	  0
44000	2	0	1	1	00	00	  0
44000	2	0	1	1	00	00	  0
45000	2	0	1	1	00	00	  0
45000	2	0	1	1	00	00	  0
45000	2	0	1	1	00	00	  0
45000	2	0	1	1	00	00	  0
45000	2	0	1	1	00	00	  0
46000	2	0	1	1	00	00	  0
46000	2	0	1	1	00	00	  0
46000	2	0	1	1	00	00	  0
46000	2	0	1	1	00	00	  0
46000	2	0	1	1	00	00	  0
47000	2	0	1	1	00	00	  0
47000	2	0	1	1	00	00	  0
47000	2	0	1	1	00	00	  0
47000	2	0	1	1	00	00	  0
47000	2	0	1	1	00	00	  0
48000	2	0	1	1	00	00	  0
48000	2	0	1	1	00	00	  0
