Time resolution is 1 ps
Time	State	Sample Valid	SPI CS	SPI CLK	TX Byte	RX Byte	Bytes Sent
48000	2	0	1	1	00	00	  0
48000	2	0	1	1	00	00	  0
48000	2	0	1	1	00	00	  0
49000	2	0	1	1	00	00	  0
49000	2	0	1	1	00	00	  0
49000	2	0	1	1	00	00	  0
49000	2	0	1	1	00	00	  0
49000	2	0	1	1	00	00	  0
50000	2	0	1	1	00	00	  0
50000	2	0	1	1	00	00	  0
50000	2	0	1	1	00	00	  0
50000	2	0	1	1	00	00	  0
50000	2	0	1	1	00	00	  0
51000	2	0	1	1	00	00	  0
51000	2	0	1	1	00	00	  0
51000	2	0	1	1	00	00	  0
51000	2	0	1	1	00	00	  0
51000	2	0	1	1	00	00	  0
52000	2	0	1	1	00	00	  0
52000	2	0	1	1	00	00	  0
52000	2	0	1	1	00	00	  0
52000	2	0	1	1	00	00	  0
52000	2	0	1	1	00	00	  0
53000	2	0	1	1	00	00	  0
53000	2	0	1	1	00	00	  0
53000	2	0	1	1	00	00	  0
53000	2	0	1	1	00	00	  0
53000	2	0	1	1	00	00	  0
54000	2	0	1	1	00	00	  0
54000	2	0	1	1	00	00	  0
54000	2	0	1	1	00	00	  0
54000	2	0	1	1	00	00	  0
54000	2	0	1	1	00	00	  0
55000	2	0	1	1	00	00	  0
55000	2	0	1	1	00	00	  0
55000	2	0	1	1	00	00	  0
55000	2	0	1	1	00	00	  0
55000	2	0	1	1	00	00	  0
56000	2	0	1	1	00	00	  0
56000	2	0	1	1	00	00	  0
56000	2	0	1	1	00	00	  0
56000	2	0	1	1	00	00	  0
56000	2	0	1	1	00	00	  0
57000	2	0	1	1	00	00	  0
57000	2	0	1	1	00	00	  0
57000	2	0	1	1	00	00	  0
57000	2	0	1	1	00	00	  0
57000	2	0	1	1	00	00	  0
58000	2	0	1	1	00	00	  0
58000	2	0	1	1	00	00	  0
58000	2	0	1	1	00	00	  0
58000	2	0	1	1	00	00	  0
58000	2	0	1	1	00	00	  0
59000	2	0	1	1	00	00	  0
59000	2	0	1	1	00	00	  0
59000	2	0	1	1	00	00	  0
59000	2	0	1	1	00	00	  0
59000	2	0	1	1	00	00	  0
60000	2	0	1	1	00	00	  0
60000	2	0	1	1	00	00	  0
60000	2	0	1	1	00	00	  0
60000	2	0	1	1	00	00	  0
60000	2	0	1	1	00	00	  0
61000	2	0	1	1	00	00	  0
61000	2	0	1	1	00	00	  0
61000	2	0	1	1	00	00	  0
61000	2	0	1	1	00	00	  0
61000	2	0	1	1	00	00	  0
62000	2	0	1	1	00	00	  0
62000	2	0	1	1	00	00	  0
62000	2	0	1	1	00	00	  0
62000	2	0	1	1	00	00	  0
62000	2	0	1	1	00	00	  0
63000	2	0	1	1	00	00	  0
63000	2	0	1	1	00	00	  0
63000	2	0	1	1	00	00	  0
63000	2	0	1	1	00	00	  0
63000	2	0	1	1	00	00	  0
64000	2	0	1	1	00	00	  0
64000	2	0	1	1	00	00	  0
64000	2	0	1	1	00	00	  0
64000	2	0	1	1	00	00	  0
64000	2	0	1	1	00	00	  0
65000	2	0	1	1	00	00	  0
65000	2	0	1	1	00	00	  0
65000	2	0	1	1	00	00	  0
65000	2	0	1	1	00	00	  0
65000	2	0	1	1	00	00	  0
66000	2	0	1	1	00	00	  0
66000	2	0	1	1	00	00	  0
66000	2	0	1	1	00	00	  0
66000	2	0	1	1	00	00	  0
66000	2	0	1	1	00	00	  0
67000	2	0	1	1	00	00	  0
67000	2	0	1	1	00	00	  0
67000	2	0	1	1	00	00	  0
67000	2	0	1	1	00	00	  0
67000	2	0	1	1	00	00	  0
68000	2	0	1	1	00	00	  0
68000	2	0	1	1	00	00	  0
68000	2	0	1	1	00	00	  0
68000	2	0	1	1	00	00	  0
68000	2	0	1	1	00	00	  0
69000	2	0	1	1	00	00	  0
69000	2	0	1	1	00	00	  0
69000	2	0	1	1	00	00	  0
69000	2	0	1	1	00	00	  0
69000	2	0	1	1	00	00	  0
70000	2	0	1	1	00	00	  0
70000	2	0	1	1	00	00	  0
70000	2	0	1	1	00	00	  0
70000	2	0	1	1	00	00	  0
70000	2	0	1	1	00	00	  0
71000	2	0	1	1	00	00	  0
71000	2	0	1	1	00	00	  0
71000	2	0	1	1	00	00	  0
71000	2	0	1	1	00	00	  0
71000	2	0	1	1	00	00	  0
72000	2	0	1	1	00	00	  0
72000	2	0	1	1	00	00	  0
72000	2	0	1	1	00	00	  0
72000	2	0	1	1	00	00	  0
72000	2	0	1	1	00	00	  0
73000	2	0	1	1	00	00	  0
73000	2	0	1	1	00	00	  0
73000	2	0	1	1	00	00	  0
73000	2	0	1	1	00	00	  0
73000	2	0	1	1	00	00	  0
74000	2	0	1	1	00	00	  0
74000	2	0	1	1	00	00	  0
74000	2	0	1	1	00	00	  0
74000	2	0	1	1	00	00	  0
74000	2	0	1	1	00	00	  0
75000	2	0	1	1	00	00	  0
75000	2	0	1	1	00	00	  0
75000	2	0	1	1	00	00	  0
75000	2	0	1	1	00	00	  0
75000	2	0	1	1	00	00	  0
76000	2	0	1	1	00	00	  0
76000	2	0	1	1	00	00	  0
76000	2	0	1	1	00	00	  0
76000	2	0	1	1	00	00	  0
76000	2	0	1	1	00	00	  0
77000	2	0	1	1	00	00	  0
77000	2	0	1	1	00	00	  0
77000	2	0	1	1	00	00	  0
77000	2	0	1	1	00	00	  0
77000	2	0	1	1	00	00	  0
78000	2	0	1	1	00	00	  0
78000	2	0	1	1	00	00	  0
78000	2	0	1	1	00	00	  0
78000	2	0	1	1	00	00	  0
78000	2	0	1	1	00	00	  0
79000	2	0	1	1	00	00	  0
79000	2	0	1	1	00	00	  0
79000	2	0	1	1	00	00	  0
79000	2	0	1	1	00	00	  0
79000	2	0	1	1	00	00	  0
80000	2	0	1	1	00	00	  0
80000	2	0	1	1	00	00	  0
80000	2	0	1	1	00	00	  0
80000	2	0	1	1	00	00	  0
80000	2	0	1	1	00	00	  0
81000	2	0	1	1	00	00	  0
81000	2	0	1	1	00	00	  0
81000	2	0	1	1	00	00	  0
81000	2	0	1	1	00	00	  0
81000	2	0	1	1	00	00	  0
82000	2	0	1	1	00	00	  0
82000	2	0	1	1	00	00	  0
82000	2	0	1	1	00	00	  0
82000	2	0	1	1	00	00	  0
82000	2	0	1	1	00	00	  0
83000	2	0	1	1	00	00	  0
83000	2	0	1	1	00	00	  0
83000	2	0	1	1	00	00	  0
83000	2	0	1	1	00	00	  0
83000	2	0	1	1	00	00	  0
84000	2	0	1	1	00	00	  0
84000	2	0	1	1	00	00	  0
84000	2	0	1	1	00	00	  0
84000	2	0	1	1	00	00	  0
84000	2	0	1	1	00	00	  0
85000	2	0	1	1	00	00	  0
85000	2	0	1	1	00	00	  0
85000	2	0	1	1	00	00	  0
85000	2	0	1	1	00	00	  0
85000	2	0	1	1	00	00	  0
86000	2	0	1	1	00	00	  0
86000	2	0	1	1	00	00	  0
86000	2	0	1	1	00	00	  0
86000	2	0	1	1	00	00	  0
86000	2	0	1	1	00	00	  0
87000	2	0	1	1	00	00	  0
87000	2	0	1	1	00	00	  0
87000	2	0	1	1	00	00	  0
87000	2	0	1	1	00	00	  0
87000	2	0	1	1	00	00	  0
88000	2	0	1	1	00	00	  0
88000	2	0	1	1	00	00	  0
88000	2	0	1	1	00	00	  0
88000	2	0	1	1	00	00	  0
88000	2	0	1	1	00	00	  0
89000	2	0	1	1	00	00	  0
89000	2	0	1	1	00	00	  0
89000	2	0	1	1	00	00	  0
89000	2	0	1	1	00	00	  0
89000	2	0	1	1	00	00	  0
90000	2	0	1	1	00	00	  0
90000	2	0	1	1	00	00	  0
90000	2	0	1	1	00	00	  0
90000	2	0	1	1	00	00	  0
90000	2	0	1	1	00	00	  0
91000	2	0	1	1	00	00	  0
91000	2	0	1	1	00	00	  0
91000	2	0	1	1	00	00	  0
91000	2	0	1	1	00	00	  0
91000	2	0	1	1	00	00	  0
92000	2	0	1	1	00	00	  0
92000	2	0	1	1	00	00	  0
92000	2	0	1	1	00	00	  0
92000	2	0	1	1	00	00	  0
92000	2	0	1	1	00	00	  0
93000	2	0	1	1	00	00	  0
93000	2	0	1	1	00	00	  0
93000	2	0	1	1	00	00	  0
93000	2	0	1	1	00	00	  0
93000	2	0	1	1	00	00	  0
94000	2	0	1	1	00	00	  0
94000	2	0	1	1	00	00	  0
94000	2	0	1	1	00	00	  0
94000	2	0	1	1	00	00	  0
94000	2	0	1	1	00	00	  0
95000	2	0	1	1	00	00	  0
95000	2	0	1	1	00	00	  0
95000	2	0	1	1	00	00	  0
95000	2	0	1	1	00	00	  0
95000	2	0	1	1	00	00	  0
96000	2	0	1	1	00	00	  0
96000	2	0	1	1	00	00	  0
96000	2	0	1	1	00	00	  0
96000	2	0	1	1	00	00	  0
96000	2	0	1	1	00	00	  0
97000	2	0	1	1	00	00	  0
97000	2	0	1	1	00	00	  0
97000	2	0	1	1	00	00	  0
97000	2	0	1	1	00	00	  0
97000	2	0	1	1	00	00	  0
98000	2	0	1	1	00	00	  0
98000	2	0	1	1	00	00	  0
98000	2	0	1	1	00	00	  0
98000	2	0	1	1	00	00	  0
98000	2	0	1	1	00	00	  0
99000	2	0	1	1	00	00	  0
99000	2	0	1	1	00	00	  0
99000	2	0	1	1	00	00	  0
99000	2	0	1	1	00	00	  0
99000	2	0	1	1	00	00	  0
100000	2	0	1	1	00	00	  0
100000	2	0	1	1	00	00	  0
100000	2	0	1	1	00	00	  0
100000	2	0	1	1	00	00	  0
100000	2	0	1	1	00	00	  0
101000	2	0	1	1	00	00	  0
101000	2	0	1	1	00	00	  0
101000	2	0	1	1	00	00	  0
101000	2	0	1	1	00	00	  0
101000	2	0	1	1	00	00	  0
102000	2	0	1	1	00	00	  0
102000	2	0	1	1	00	00	  0
102000	2	0	1	1	00	00	  0
102000	2	0	1	1	00	00	  0
102000	2	0	1	1	00	00	  0
103000	2	0	1	1	00	00	  0
103000	2	0	1	1	00	00	  0
103000	2	0	1	1	00	00	  0
103000	2	0	1	1	00	00	  0
103000	2	0	1	1	00	00	  0
104000	2	0	1	1	00	00	  0
104000	2	0	1	1	00	00	  0
104000	2	0	1	1	00	00	  0
104000	2	0	1	1	00	00	  0
104000	2	0	1	1	00	00	  0
105000	2	0	1	1	00	00	  0
105000	2	0	1	1	00	00	  0
105000	2	0	1	1	00	00	  0
105000	2	0	1	1	00	00	  0
105000	2	0	1	1	00	00	  0
106000	2	0	1	1	00	00	  0
106000	2	0	1	1	00	00	  0
106000	2	0	1	1	00	00	  0
106000	2	0	1	1	00	00	  0
106000	2	0	1	1	00	00	  0
107000	2	0	1	1	00	00	  0
107000	2	0	1	1	00	00	  0
107000	2	0	1	1	00	00	  0
107000	2	0	1	1	00	00	  0
107000	2	0	1	1	00	00	  0
108000	2	0	1	1	00	00	  0
108000	2	0	1	1	00	00	  0
108000	2	0	1	1	00	00	  0
108000	2	0	1	1	00	00	  0
108000	2	0	1	1	00	00	  0
109000	2	0	1	1	00	00	  0
109000	2	0	1	1	00	00	  0
109000	2	0	1	1	00	00	  0
109000	2	0	1	1	00	00	  0
109000	2	0	1	1	00	00	  0
110000	2	0	1	1	00	00	  0
110000	2	0	1	1	00	00	  0
110000	2	0	1	1	00	00	  0
110000	2	0	1	1	00	00	  0
110000	2	0	1	1	00	00	  0
111000	2	0	1	1	00	00	  0
111000	2	0	1	1	00	00	  0
111000	2	0	1	1	00	00	  0
111000	2	0	1	1	00	00	  0
111000	2	0	1	1	00	00	  0
112000	2	0	1	1	00	00	  0
112000	2	0	1	1	00	00	  0
112000	2	0	1	1	00	00	  0
112000	2	0	1	1	00	00	  0
112000	2	0	1	1	00	00	  0
113000	2	0	1	1	00	00	  0
113000	2	0	1	1	00	00	  0
113000	2	0	1	1	00	00	  0
113000	2	0	1	1	00	00	  0
113000	2	0	1	1	00	00	  0
114000	2	0	1	1	00	00	  0
114000	2	0	1	1	00	00	  0
114000	2	0	1	1	00	00	  0
114000	2	0	1	1	00	00	  0
114000	2	0	1	1	00	00	  0
115000	2	0	1	1	00	00	  0
115000	2	0	1	1	00	00	  0
115000	2	0	1	1	00	00	  0
115000	2	0	1	1	00	00	  0
115000	2	0	1	1	00	00	  0
116000	2	0	1	1	00	00	  0
116000	2	0	1	1	00	00	  0
116000	2	0	1	1	00	00	  0
116000	2	0	1	1	00	00	  0
116000	2	0	1	1	00	00	  0
117000	2	0	1	1	00	00	  0
117000	2	0	1	1	00	00	  0
117000	2	0	1	1	00	00	  0
117000	2	0	1	1	00	00	  0
117000	2	0	1	1	00	00	  0
118000	2	0	1	1	00	00	  0
118000	2	0	1	1	00	00	  0
118000	2	0	1	1	00	00	  0
118000	2	0	1	1	00	00	  0
118000	2	0	1	1	00	00	  0
119000	2	0	1	1	00	00	  0
119000	2	0	1	1	00	00	  0
119000	2	0	1	1	00	00	  0
119000	2	0	1	1	00	00	  0
119000	2	0	1	1	00	00	  0
120000	2	0	1	1	00	00	  0
120000	2	0	1	1	00	00	  0
120000	2	0	1	1	00	00	  0
120000	2	0	1	1	00	00	  0
120000	2	0	1	1	00	00	  0
121000	2	0	1	1	00	00	  0
121000	2	0	1	1	00	00	  0
121000	2	0	1	1	00	00	  0
121000	2	0	1	1	00	00	  0
121000	2	0	1	1	00	00	  0
122000	2	0	1	1	00	00	  0
122000	2	0	1	1	00	00	  0
122000	2	0	1	1	00	00	  0
122000	2	0	1	1	00	00	  0
122000	2	0	1	1	00	00	  0
123000	2	0	1	1	00	00	  0
123000	2	0	1	1	00	00	  0
123000	2	0	1	1	00	00	  0
123000	2	0	1	1	00	00	  0
123000	2	0	1	1	00	00	  0
124000	2	0	1	1	00	00	  0
124000	2	0	1	1	00	00	  0
124000	2	0	1	1	00	00	  0
124000	2	0	1	1	00	00	  0
124000	2	0	1	1	00	00	  0
125000	2	0	1	1	00	00	  0
125000	2	0	1	1	00	00	  0
125000	2	0	1	1	00	00	  0
125000	2	0	1	1	00	00	  0
125000	2	0	1	1	00	00	  0
126000	2	0	1	1	00	00	  0
126000	2	0	1	1	00	00	  0
126000	2	0	1	1	00	00	  0
126000	2	0	1	1	00	00	  0
126000	2	0	1	1	00	00	  0
127000	2	0	1	1	00	00	  0
127000	2	0	1	1	00	00	  0
127000	2	0	1	1	00	00	  0
127000	2	0	1	1	00	00	  0
127000	2	0	1	1	00	00	  0
128000	2	0	1	1	00	00	  0
128000	2	0	1	1	00	00	  0
128000	2	0	1	1	00	00	  0
128000	2	0	1	1	00	00	  0
128000	2	0	1	1	00	00	  0
129000	2	0	1	1	00	00	  0
129000	2	0	1	1	00	00	  0
129000	2	0	1	1	00	00	  0
129000	2	0	1	1	00	00	  0
129000	2	0	1	1	00	00	  0
130000	2	0	1	1	00	00	  0
130000	2	0	1	1	00	00	  0
130000	2	0	1	1	00	00	  0
130000	2	0	1	1	00	00	  0
130000	2	0	1	1	00	00	  0
131000	2	0	1	1	00	00	  0
131000	2	0	1	1	00	00	  0
131000	2	0	1	1	00	00	  0
131000	2	0	1	1	00	00	  0
131000	2	0	1	1	00	00	  0
132000	2	0	1	1	00	00	  0
132000	2	0	1	1	00	00	  0
132000	2	0	1	1	00	00	  0
132000	2	0	1	1	00	00	  0
132000	2	0	1	1	00	00	  0
133000	2	0	1	1	00	00	  0
133000	2	0	1	1	00	00	  0
133000	2	0	1	1	00	00	  0
133000	2	0	1	1	00	00	  0
133000	2	0	1	1	00	00	  0
134000	2	0	1	1	00	00	  0
134000	2	0	1	1	00	00	  0
134000	2	0	1	1	00	00	  0
134000	2	0	1	1	00	00	  0
134000	2	0	1	1	00	00	  0
135000	2	0	1	1	00	00	  0
135000	2	0	1	1	00	00	  0
135000	2	0	1	1	00	00	  0
135000	2	0	1	1	00	00	  0
135000	2	0	1	1	00	00	  0
136000	2	0	1	1	00	00	  0
136000	2	0	1	1	00	00	  0
136000	2	0	1	1	00	00	  0
136000	2	0	1	1	00	00	  0
136000	2	0	1	1	00	00	  0
137000	2	0	1	1	00	00	  0
137000	2	0	1	1	00	00	  0
137000	2	0	1	1	00	00	  0
137000	2	0	1	1	00	00	  0
137000	2	0	1	1	00	00	  0
138000	2	0	1	1	00	00	  0
138000	2	0	1	1	00	00	  0
138000	2	0	1	1	00	00	  0
138000	2	0	1	1	00	00	  0
138000	2	0	1	1	00	00	  0
139000	2	0	1	1	00	00	  0
139000	2	0	1	1	00	00	  0
139000	2	0	1	1	00	00	  0
139000	2	0	1	1	00	00	  0
139000	2	0	1	1	00	00	  0
140000	2	0	1	1	00	00	  0
140000	2	0	1	1	00	00	  0
140000	2	0	1	1	00	00	  0
140000	2	0	1	1	00	00	  0
140000	2	0	1	1	00	00	  0
141000	2	0	1	1	00	00	  0
141000	2	0	1	1	00	00	  0
141000	2	0	1	1	00	00	  0
141000	2	0	1	1	00	00	  0
141000	2	0	1	1	00	00	  0
142000	2	0	1	1	00	00	  0
142000	2	0	1	1	00	00	  0
142000	2	0	1	1	00	00	  0
142000	2	0	1	1	00	00	  0
142000	2	0	1	1	00	00	  0
143000	2	0	1	1	00	00	  0
143000	2	0	1	1	00	00	  0
143000	2	0	1	1	00	00	  0
143000	2	0	1	1	00	00	  0
143000	2	0	1	1	00	00	  0
144000	2	0	1	1	00	00	  0
144000	2	0	1	1	00	00	  0
144000	2	0	1	1	00	00	  0
144000	2	0	1	1	00	00	  0
144000	2	0	1	1	00	00	  0
145000	2	0	1	1	00	00	  0
145000	2	0	1	1	00	00	  0
145000	2	0	1	1	00	00	  0
145000	2	0	1	1	00	00	  0
145000	2	0	1	1	00	00	  0
146000	2	0	1	1	00	00	  0
146000	2	0	1	1	00	00	  0
146000	2	0	1	1	00	00	  0
146000	2	0	1	1	00	00	  0
146000	2	0	1	1	00	00	  0
147000	2	0	1	1	00	00	  0
147000	2	0	1	1	00	00	  0
147000	2	0	1	1	00	00	  0
147000	2	0	1	1	00	00	  0
147000	2	0	1	1	00	00	  0
148000	2	0	1	1	00	00	  0
148000	2	0	1	1	00	00	  0
148000	2	0	1	1	00	00	  0
148000	2	0	1	1	00	00	  0
148000	2	0	1	1	00	00	  0
149000	2	0	1	1	00	00	  0
149000	2	0	1	1	00	00	  0
149000	2	0	1	1	00	00	  0
149000	2	0	1	1	00	00	  0
149000	2	0	1	1	00	00	  0
150000	2	0	1	1	00	00	  0
150000	2	0	1	1	00	00	  0
150000	2	0	1	1	00	00	  0
150000	2	0	1	1	00	00	  0
150000	2	0	1	1	00	00	  0
151000	2	0	1	1	00	00	  0
151000	2	0	1	1	00	00	  0
151000	2	0	1	1	00	00	  0
151000	2	0	1	1	00	00	  0
151000	2	0	1	1	00	00	  0
152000	2	0	1	1	00	00	  0
152000	2	0	1	1	00	00	  0
152000	2	0	1	1	00	00	  0
152000	2	0	1	1	00	00	  0
152000	2	0	1	1	00	00	  0
153000	2	0	1	1	00	00	  0
153000	2	0	1	1	00	00	  0
153000	2	0	1	1	00	00	  0
153000	2	0	1	1	00	00	  0
153000	2	0	1	1	00	00	  0
154000	2	0	1	1	00	00	  0
154000	2	0	1	1	00	00	  0
154000	2	0	1	1	00	00	  0
154000	2	0	1	1	00	00	  0
154000	2	0	1	1	00	00	  0
155000	2	0	1	1	00	00	  0
155000	2	0	1	1	00	00	  0
155000	2	0	1	1	00	00	  0
155000	2	0	1	1	00	00	  0
155000	2	0	1	1	00	00	  0
156000	2	0	1	1	00	00	  0
156000	2	0	1	1	00	00	  0
156000	2	0	1	1	00	00	  0
156000	2	0	1	1	00	00	  0
156000	2	0	1	1	00	00	  0
157000	2	0	1	1	00	00	  0
157000	2	0	1	1	00	00	  0
157000	2	0	1	1	00	00	  0
157000	2	0	1	1	00	00	  0
157000	2	0	1	1	00	00	  0
158000	2	0	1	1	00	00	  0
158000	2	0	1	1	00	00	  0
158000	2	0	1	1	00	00	  0
158000	2	0	1	1	00	00	  0
158000	2	0	1	1	00	00	  0
159000	2	0	1	1	00	00	  0
159000	2	0	1	1	00	00	  0
159000	2	0	1	1	00	00	  0
159000	2	0	1	1	00	00	  0
159000	2	0	1	1	00	00	  0
160000	2	0	1	1	00	00	  0
160000	2	0	1	1	00	00	  0
160000	2	0	1	1	00	00	  0
160000	2	0	1	1	00	00	  0
160000	2	0	1	1	00	00	  0
161000	2	0	1	1	00	00	  0
161000	2	0	1	1	00	00	  0
161000	2	0	1	1	00	00	  0
161000	2	0	1	1	00	00	  0
161000	2	0	1	1	00	00	  0
162000	2	0	1	1	00	00	  0
162000	2	0	1	1	00	00	  0
162000	2	0	1	1	00	00	  0
162000	2	0	1	1	00	00	  0
162000	2	0	1	1	00	00	  0
163000	2	0	1	1	00	00	  0
163000	2	0	1	1	00	00	  0
163000	2	0	1	1	00	00	  0
163000	2	0	1	1	00	00	  0
163000	2	0	1	1	00	00	  0
164000	2	0	1	1	00	00	  0
164000	2	0	1	1	00	00	  0
164000	2	0	1	1	00	00	  0
164000	2	0	1	1	00	00	  0
164000	2	0	1	1	00	00	  0
165000	2	0	1	1	00	00	  0
165000	2	0	1	1	00	00	  0
165000	2	0	1	1	00	00	  0
165000	2	0	1	1	00	00	  0
165000	2	0	1	1	00	00	  0
166000	2	0	1	1	00	00	  0
166000	2	0	1	1	00	00	  0
166000	2	0	1	1	00	00	  0
166000	2	0	1	1	00	00	  0
166000	2	0	1	1	00	00	  0
167000	2	0	1	1	00	00	  0
167000	2	0	1	1	00	00	  0
167000	2	0	1	1	00	00	  0
167000	2	0	1	1	00	00	  0
167000	2	0	1	1	00	00	  0
168000	2	0	1	1	00	00	  0
168000	2	0	1	1	00	00	  0
168000	2	0	1	1	00	00	  0
168000	2	0	1	1	00	00	  0
168000	2	0	1	1	00	00	  0
169000	2	0	1	1	00	00	  0
169000	2	0	1	1	00	00	  0
169000	2	0	1	1	00	00	  0
169000	2	0	1	1	00	00	  0
169000	2	0	1	1	00	00	  0
170000	2	0	1	1	00	00	  0
170000	2	0	1	1	00	00	  0
170000	2	0	1	1	00	00	  0
170000	2	0	1	1	00	00	  0
170000	2	0	1	1	00	00	  0
171000	2	0	1	1	00	00	  0
171000	2	0	1	1	00	00	  0
171000	2	0	1	1	00	00	  0
171000	2	0	1	1	00	00	  0
171000	2	0	1	1	00	00	  0
172000	2	0	1	1	00	00	  0
172000	2	0	1	1	00	00	  0
172000	2	0	1	1	00	00	  0
172000	2	0	1	1	00	00	  0
172000	2	0	1	1	00	00	  0
173000	2	0	1	1	00	00	  0
173000	2	0	1	1	00	00	  0
173000	2	0	1	1	00	00	  0
173000	2	0	1	1	00	00	  0
173000	2	0	1	1	00	00	  0
174000	2	0	1	1	00	00	  0
174000	2	0	1	1	00	00	  0
174000	2	0	1	1	00	00	  0
174000	2	0	1	1	00	00	  0
174000	2	0	1	1	00	00	  0
175000	2	0	1	1	00	00	  0
175000	2	0	1	1	00	00	  0
175000	2	0	1	1	00	00	  0
175000	2	0	1	1	00	00	  0
175000	2	0	1	1	00	00	  0
176000	2	0	1	1	00	00	  0
176000	2	0	1	1	00	00	  0
176000	2	0	1	1	00	00	  0
176000	2	0	1	1	00	00	  0
176000	2	0	1	1	00	00	  0
177000	2	0	1	1	00	00	  0
177000	2	0	1	1	00	00	  0
177000	2	0	1	1	00	00	  0
177000	2	0	1	1	00	00	  0
177000	2	0	1	1	00	00	  0
178000	2	0	1	1	00	00	  0
178000	2	0	1	1	00	00	  0
178000	2	0	1	1	00	00	  0
178000	2	0	1	1	00	00	  0
178000	2	0	1	1	00	00	  0
179000	2	0	1	1	00	00	  0
179000	2	0	1	1	00	00	  0
179000	2	0	1	1	00	00	  0
179000	2	0	1	1	00	00	  0
179000	2	0	1	1	00	00	  0
180000	2	0	1	1	00	00	  0
180000	2	0	1	1	00	00	  0
180000	2	0	1	1	00	00	  0
180000	2	0	1	1	00	00	  0
180000	2	0	1	1	00	00	  0
181000	2	0	1	1	00	00	  0
181000	2	0	1	1	00	00	  0
181000	2	0	1	1	00	00	  0
181000	2	0	1	1	00	00	  0
181000	2	0	1	1	00	00	  0
182000	2	0	1	1	00	00	  0
182000	2	0	1	1	00	00	  0
182000	2	0	1	1	00	00	  0
182000	2	0	1	1	00	00	  0
182000	2	0	1	1	00	00	  0
183000	2	0	1	1	00	00	  0
183000	2	0	1	1	00	00	  0
183000	2	0	1	1	00	00	  0
183000	2	0	1	1	00	00	  0
183000	2	0	1	1	00	00	  0
184000	2	0	1	1	00	00	  0
184000	2	0	1	1	00	00	  0
184000	2	0	1	1	00	00	  0
184000	2	0	1	1	00	00	  0
184000	2	0	1	1	00	00	  0
185000	2	0	1	1	00	00	  0
185000	2	0	1	1	00	00	  0
185000	2	0	1	1	00	00	  0
185000	2	0	1	1	00	00	  0
185000	2	0	1	1	00	00	  0
186000	2	0	1	1	00	00	  0
186000	2	0	1	1	00	00	  0
186000	2	0	1	1	00	00	  0
186000	2	0	1	1	00	00	  0
186000	2	0	1	1	00	00	  0
187000	2	0	1	1	00	00	  0
187000	2	0	1	1	00	00	  0
187000	2	0	1	1	00	00	  0
187000	2	0	1	1	00	00	  0
187000	2	0	1	1	00	00	  0
188000	2	0	1	1	00	00	  0
188000	2	0	1	1	00	00	  0
188000	2	0	1	1	00	00	  0
188000	2	0	1	1	00	00	  0
188000	2	0	1	1	00	00	  0
189000	2	0	1	1	00	00	  0
189000	2	0	1	1	00	00	  0
189000	2	0	1	1	00	00	  0
189000	2	0	1	1	00	00	  0
189000	2	0	1	1	00	00	  0
190000	2	0	1	1	00	00	  0
190000	2	0	1	1	00	00	  0
190000	2	0	1	1	00	00	  0
190000	2	0	1	1	00	00	  0
190000	2	0	1	1	00	00	  0
191000	2	0	1	1	00	00	  0
191000	2	0	1	1	00	00	  0
191000	2	0	1	1	00	00	  0
191000	2	0	1	1	00	00	  0
191000	2	0	1	1	00	00	  0
192000	2	0	1	1	00	00	  0
192000	2	0	1	1	00	00	  0
192000	2	0	1	1	00	00	  0
192000	2	0	1	1	00	00	  0
192000	2	0	1	1	00	00	  0
193000	2	0	1	1	00	00	  0
193000	2	0	1	1	00	00	  0
193000	2	0	1	1	00	00	  0
193000	2	0	1	1	00	00	  0
193000	2	0	1	1	00	00	  0
194000	2	0	1	1	00	00	  0
194000	2	0	1	1	00	00	  0
194000	2	0	1	1	00	00	  0
194000	2	0	1	1	00	00	  0
194000	2	0	1	1	00	00	  0
195000	2	0	1	1	00	00	  0
195000	2	0	1	1	00	00	  0
195000	2	0	1	1	00	00	  0
195000	2	0	1	1	00	00	  0
195000	2	0	1	1	00	00	  0
196000	2	0	1	1	00	00	  0
196000	2	0	1	1	00	00	  0
196000	2	0	1	1	00	00	  0
196000	2	0	1	1	00	00	  0
196000	2	0	1	1	00	00	  0
197000	2	0	1	1	00	00	  0
197000	2	0	1	1	00	00	  0
197000	2	0	1	1	00	00	  0
197000	2	0	1	1	00	00	  0
197000	2	0	1	1	00	00	  0
198000	2	0	1	1	00	00	  0
198000	2	0	1	1	00	00	  0
198000	2	0	1	1	00	00	  0
198000	2	0	1	1	00	00	  0
198000	2	0	1	1	00	00	  0
199000	2	0	1	1	00	00	  0
199000	2	0	1	1	00	00	  0
199000	2	0	1	1	00	00	  0
199000	2	0	1	1	00	00	  0
199000	2	0	1	1	00	00	  0
200000	2	0	1	1	00	00	  0
200000	2	0	1	1	00	00	  0
200000	2	0	1	1	00	00	  0
200000	2	0	1	1	00	00	  0
200000	2	0	1	1	00	00	  0
201000	2	0	1	1	00	00	  0
201000	2	0	1	1	00	00	  0
201000	2	0	1	1	00	00	  0
201000	2	0	1	1	00	00	  0
201000	2	0	1	1	00	00	  0
202000	2	0	1	1	00	00	  0
202000	2	0	1	1	00	00	  0
202000	2	0	1	1	00	00	  0
202000	2	0	1	1	00	00	  0
202000	2	0	1	1	00	00	  0
203000	2	0	1	1	00	00	  0
