timestamp_separation,timestamp_sync_event,offset,mag_sampling_leading_time
330008799,57680797,0,0
660405999,388077997,2800,0
990803199,718475197,5600,0
1321200399,1048872397,8400,0
1651597599,1379269597,11200,0
1981994799,1709666797,14000,0
2312391999,2040063997,16800,0
2642789199,2370461197,19600,0
2973186399,2700858397,22400,0
3303583599,3031255597,25200,0
3633980799,3361652797,28000,0
3964377999,3692049997,30800,0
4294775199,4022447197,33600,0
4625172399,4352844397,36400,0
4955569599,4683241597,39200,0
5285966799,5013638797,42000,0
5616363999,5344035997,44800,0
5946761199,5674433197,47600,0
6277158399,6004830397,50400,0
6607555599,6335227597,53200,0
6937952799,6665624797,56000,0
7268349999,6996021997,58800,0
7598747199,7326419197,61600,0
7929144399,7656816397,64400,0
8259541599,7987213597,67200,0
8589938799,8317610797,70000,0
8920335999,8648007997,72800,0
9250733199,8978405197,75600,0
9581130399,9308802397,78400,0
9911527599,9639199597,81200,0
10241924799,9969596797,84000,0
10572321999,10299993997,86800,0
10902719199,10630391197,89600,0
11233116399,10960788397,92400,0
11563513599,11291185597,95200,0
11893910799,11621582797,98000,0
12224307999,11951979997,100800,0
12554705199,12282377197,103600,0
12885102399,12612774397,106400,0
13215499599,12943171597,109200,0
13545896799,13273568797,112000,0
13876293999,13603965997,114800,0
14206691199,13934363197,117600,0
14537088399,14264760397,120400,0
14867485599,14595157597,123200,0
15197882799,14925554797,126000,0
15528279999,15255951997,128800,0
15858677199,15586349197,131600,0
16189074399,15916746397,134400,0
16519471599,16247143597,137200,0
16849868799,16577540797,140000,0
17180265999,16907937997,142800,0
17510663199,17238335197,145600,0
17841060399,17568732397,148400,0
18171457599,17899129597,151200,0
18501854799,18229526797,154000,0
18832251999,18559923997,156800,0
19162649199,18890321197,159600,0
19493046399,19220718397,162400,0
19823443599,19551115597,165200,0
20153840799,19881512797,168000,0
20484237999,20211909997,170800,0
20813515199,20541187197,173600,0
21142792399,20870464397,176400,0
21472069599,21199741597,179200,0
21801346799,21529018797,182000,0
22130623999,21858295997,184800,0
22459901199,22187573197,187600,0
22789178399,22516850397,190400,0
23118455599,22846127597,193200,0
23447732799,23175404797,196000,0
23777009999,23504681997,198800,0
24106287199,23833959197,201600,0
24435564399,24163236397,204400,0
24764841599,24492513597,207200,0
25094118799,24821790797,210000,0
25423395999,25151067997,212800,0
25752673199,25480345197,215600,0
26081950399,25809622397,218400,0
26411227599,26138899597,221200,0
26740504799,26468176797,224000,0
27069781999,26797453997,226800,0
27399059199,27126731197,229600,0
27728336399,27456008397,232400,0
28057613599,27785285597,235200,0
28386890799,28114562797,238000,0
28716167999,28443839997,240800,0
29045445199,28773117197,243600,0
29374722399,29102394397,246400,0
29703999599,29431671597,249200,0
30033276799,29760948797,252000,0
30362553999,30090225997,254800,0
30691831199,30419503197,257600,0
31021108399,30748780397,260400,0
31350385599,31078057597,263200,0
31679662799,31407334797,266000,0
32008939999,31736611997,268800,0
32338217199,32065889197,271600,0
32667494399,32395166397,274400,0
32996771599,32724443597,277200,0
33326048799,33053720797,280000,0
33655325999,33382997997,282800,0
33984603199,33712275197,285600,0
34313880399,34041552397,288400,0
34643157599,34370829597,291200,0
34972434799,34700106797,294000,0
35301711999,35029383997,296800,0
35630989199,35358661197,299600,0
35960266399,35687938397,302400,0
36289543599,36017215597,305200,0
36618820799,36346492797,308000,0
36948097999,36675769997,310800,0
37277375199,37005047197,313600,0
37606652399,37334324397,316400,0
37935929599,37663601597,319200,0
38265206799,37992878797,322000,0
38594483999,38322155997,324800,0
38923761199,38651433197,327600,0
39253038399,38980710397,330400,0
39582315599,39309987597,333200,0
39911592799,39639264797,336000,0
40240869999,39968541997,338800,0
40570147199,40297819197,341600,0
40899424399,40627096397,344400,0
41228701599,40956373597,347200,0
41557978799,41285650797,350000,0
41887255999,41614927997,352800,0
42216533199,41944205197,355600,0
42545810399,42273482397,358400,0
42875087599,42602759597,361200,0
43204364799,42932036797,364000,0
43533641999,43261313997,366800,0
43862919199,43590591197,369600,0
44192196399,43919868397,372400,0
44521473599,44249145597,375200,0
44850750799,44578422797,378000,0
45180027999,44907699997,380800,0
45509305199,45236977197,383600,0
45838582399,45566254397,386400,0
46167859599,45895531597,389200,0
46497136799,46224808797,392000,0
46826413999,46554085997,394800,0
47155691199,46883363197,397600,0
47484968399,47212640397,400400,0
47814245599,47541917597,403200,0
48143522799,47871194797,406000,0
48472799999,48200471997,408800,0
48802077199,48529749197,411600,0
49131354399,48859026397,414400,0
49460631599,49188303597,417200,0
49789908799,49517580797,420000,0
50119185999,49846857997,422800,0
50448463199,50176135197,425600,0
50777740399,50505412397,428400,0
51107017599,50834689597,431200,0
51436294799,51163966797,434000,0
51765571999,51493243997,436800,0
52094849199,51822521197,439600,0
52424126399,52151798397,442400,0
52753403599,52481075597,445200,0
53082680799,52810352797,448000,0
53411957999,53139629997,450800,0
53741235199,53468907197,453600,0
54070512399,53798184397,456400,0
54399789599,54127461597,459200,0
54729066799,54456738797,462000,0
55058343999,54786015997,464800,0
55387621199,55115293197,467600,0
55716898399,55444570397,470400,0
56046175599,55773847597,473200,0
56375452799,56103124797,476000,0
56704729999,56432401997,478800,0
57034007199,56761679197,481600,0
57363284399,57090956397,484400,0
57692561599,57420233597,487200,0
58021838799,57749510797,490000,0
58351115999,58078787997,492800,0
58680393199,58408065197,495600,0
59009670399,58737342397,498400,0
59338947599,59066619597,501200,0
59668224799,59395896797,504000,0
59997501999,59725173997,506800,0
60326779199,60054451197,509600,0
60656056399,60383728397,512400,0
60985333599,60713005597,515200,0
61314610799,61042282797,518000,0
61643887999,61371559997,520800,0
61973165199,61700837197,523600,0
62302442399,62030114397,526400,0
62631719599,62359391597,529200,0
62960996799,62688668797,532000,0
63290273999,63017945997,534800,0
63619551199,63347223197,537600,0
63948828399,63676500397,540400,0
64278105599,64005777597,543200,0
64607382799,64335054797,546000,0
64936659999,64664331997,548800,0
65265937199,64993609197,551600,0
65595214399,65322886397,554400,0
65924491599,65652163597,557200,0
66253768799,65981440797,560000,0
66583045999,66310717997,562800,0
66912323199,66639995197,565600,0
67241600399,66969272397,568400,0
67570877599,67298549597,571200,0
67900154799,67627826797,574000,0
68229431999,67957103997,576800,0
68558709199,68286381197,579600,0
68887986399,68615658397,582400,0
69217263599,68944935597,585200,0
69546540799,69274212797,588000,0
69875817999,69603489997,590800,0
70205095199,69932767197,593600,0
70534372399,70262044397,596400,0
70863649599,70591321597,599200,0
71192926799,70920598797,602000,0
71522203999,71249875997,604800,0
71851481199,71579153197,607600,0
72180758399,71908430397,610400,0
72510035599,72237707597,613200,0
72839312799,72566984797,616000,0
73168589999,72896261997,618800,0
73497867199,73225539197,621600,0
73827144399,73554816397,624400,0
74156421599,73884093597,627200,0
74485698799,74213370797,630000,0
74814975999,74542647997,632800,0
75144253199,74871925197,635600,0
75473530399,75201202397,638400,0
75802807599,75530479597,641200,0
76132084799,75859756797,644000,0
76461361999,76189033997,646800,0
76790639199,76518311197,649600,0
77119916399,76847588397,652400,0
77449193599,77176865597,655200,0
77778470799,77506142797,658000,0
78107747999,77835419997,660800,0
78437025199,78164697197,663600,0
78766302399,78493974397,666400,0
79095579599,78823251597,669200,0
79424856799,79152528797,672000,0
79754133999,79481805997,674800,0
80083411199,79811083197,677600,0
80412688399,80140360397,680400,0
80741965599,80469637597,683200,0
81071242799,80798914797,686000,0
81400519999,81128191997,688800,0
81729797199,81457469197,691600,0
82059074399,81786746397,694400,0
82388351599,82116023597,697200,0
82717628799,82445300797,700000,0
83046905999,82774577997,702800,0
83376183199,83103855197,705600,0
83705460399,83433132397,708400,0
84034737599,83762409597,711200,0
84364014799,84091686797,714000,0
84693291999,84420963997,716800,0
85022569199,84750241197,719600,0
85351846399,85079518397,722400,0
85681123599,85408795597,725200,0
86010400799,85738072797,728000,0
86339677999,86067349997,730800,0
86668955199,86396627197,733600,0
86998232399,86725904397,736400,0
87327509599,87055181597,739200,0
87656786799,87384458797,742000,0
87986063999,87713735997,744800,0
88315341199,88043013197,747600,0
88644618399,88372290397,750400,0
88973895599,88701567597,753200,0
89303172799,89030844797,756000,0
89632449999,89360121997,758800,0
89961727199,89689399197,761600,0
90291004399,90018676397,764400,0
90620281599,90347953597,767200,0
90949558799,90677230797,770000,0
91278835999,91006507997,772800,0
91608113199,91335785197,775600,0
91937390399,91665062397,778400,0
92266667599,91994339597,781200,0
92595944799,92323616797,784000,0
92925221999,92652893997,786800,0
93254499199,92982171197,789600,0
93583776399,93311448397,792400,0
93913053599,93640725597,795200,0
94242330799,93970002797,798000,0
94571607999,94299279997,800800,0
94900885199,94628557197,803600,0
95230162399,94957834397,806400,0
95559439599,95287111597,809200,0
95888716799,95616388797,812000,0
96217993999,95945665997,814800,0
96547271199,96274943197,817600,0
96876548399,96604220397,820400,0
97205825599,96933497597,823200,0
