timestamp_IMU1,accel_X_IMU1,accel_Y_IMU1,accel_Z_IMU1,gyro_X_IMU1,gyro_Y_IMU1,gyro_Z_IMU1,mag_X_IMU1,mag_Y_IMU1,mag_Z_IMU1,timestamp_IMU2,accel_X_IMU2,accel_Y_IMU2,accel_Z_IMU2,gyro_X_IMU2,gyro_Y_IMU2,gyro_Z_IMU2,mag_X_IMU2,mag_Y_IMU2,mag_Z_IMU2
35651280611,0,0,0,0,0,0,255,0,0,35651357611,0,0,0,0,0,0,520,0,0
35652400611,0,0,0,0,0,0,238,0,0,35652477611,0,0,0,0,0,0,407,0,0
35653520611,0,0,0,0,0,0,213,0,0,35653597611,0,0,0,0,0,0,464,0,0
35654640611,0,0,0,0,0,0,216,0,0,35654717611,0,0,0,0,0,0,469,0,0
35655760611,0,0,0,0,0,0,326,0,0,35655837611,0,0,0,0,0,0,466,0,0
35656880611,0,0,0,0,0,0,253,0,0,35656957611,0,0,0,0,0,0,447,0,0
35658000611,0,0,0,0,0,0,260,0,0,35658077611,0,0,0,0,0,0,479,0,0
35659120611,0,0,0,0,0,0,252,0,0,35659197611,0,0,0,0,0,0,465,0,0
35660240611,0,0,0,0,0,0,296,0,0,35660317611,0,0,0,0,0,0,510,0,0
35661360611,0,0,0,0,0,0,286,0,0,35661437611,0,0,0,0,0,0,456,0,0
35662480611,0,0,0,0,0,0,287,0,0,35662557611,0,0,0,0,0,0,475,0,0
35663600611,0,0,0,0,0,0,244,0,0,35663677611,0,0,0,0,0,0,477,0,0
35664720611,0,0,0,0,0,0,251,0,0,35664797611,0,0,0,0,0,0,490,0,0
35665840611,0,0,0,0,0,0,252,0,0,35665917611,0,0,0,0,0,0,466,0,0
35666960611,0,0,0,0,0,0,248,0,0,35667037611,0,0,0,0,0,0,474,0,0
35668080611,0,0,0,0,0,0,259,0,0,35668157611,0,0,0,0,0,0,514,0,0
35669200611,0,0,0,0,0,0,272,0,0,35669277611,0,0,0,0,0,0,459,0,0
35670320611,0,0,0,0,0,0,295,0,0,35670397611,0,0,0,0,0,0,470,0,0
