timestamp_IMU1,accel_X_IMU1,accel_Y_IMU1,accel_Z_IMU1,gyro_X_IMU1,gyro_Y_IMU1,gyro_Z_IMU1,mag_X_IMU1,mag_Y_IMU1,mag_Z_IMU1,timestamp_IMU2,accel_X_IMU2,accel_Y_IMU2,accel_Z_IMU2,gyro_X_IMU2,gyro_Y_IMU2,gyro_Z_IMU2,mag_X_IMU2,mag_Y_IMU2,mag_Z_IMU2
86706480611,0,0,0,0,0,0,508,0,0,86706557611,0,0,0,0,0,0,626,0,0
86707600611,0,0,0,0,0,0,477,0,0,86707677611,0,0,0,0,0,0,574,0,0
86708720611,0,0,0,0,0,0,513,0,0,86708797611,0,0,0,0,0,0,571,0,0
86709840611,0,0,0,0,0,0,466,0,0,86709917611,0,0,0,0,0,0,586,0,0
86710960611,0,0,0,0,0,0,499,0,0,86711037611,0,0,0,0,0,0,551,0,0
86712080611,0,0,0,0,0,0,476,0,0,86712157611,0,0,0,0,0,0,602,0,0
86713200611,0,0,0,0,0,0,486,0,0,86713277611,0,0,0,0,0,0,560,0,0
86714320611,0,0,0,0,0,0,483,0,0,86714397611,0,0,0,0,0,0,605,0,0
86715440611,0,0,0,0,0,0,529,0,0,86715517611,0,0,0,0,0,0,524,0,0
86716560611,0,0,0,0,0,0,461,0,0,86716637611,0,0,0,0,0,0,608,0,0
86717680611,0,0,0,0,0,0,513,0,0,86717757611,0,0,0,0,0,0,560,0,0
86718800611,0,0,0,0,0,0,486,0,0,86718877611,0,0,0,0,0,0,640,0,0
86719920611,0,0,0,0,0,0,467,0,0,86719997611,0,0,0,0,0,0,612,0,0
86721040611,0,0,0,0,0,0,494,0,0,86721117611,0,0,0,0,0,0,594,0,0
86722160611,0,0,0,0,0,0,464,0,0,86722237611,0,0,0,0,0,0,634,0,0
86723280611,0,0,0,0,0,0,469,0,0,86723357611,0,0,0,0,0,0,628,0,0
86724400611,0,0,0,0,0,0,457,0,0,86724477611,0,0,0,0,0,0,568,0,0
86725520611,0,0,0,0,0,0,525,0,0,86725597611,0,0,0,0,0,0,617,0,0
86726640611,0,0,0,0,0,0,466,0,0,86726717611,0,0,0,0,0,0,625,0,0
86727760611,0,0,0,0,0,0,469,0,0,86727837611,0,0,0,0,0,0,547,0,0
86728880611,0,0,0,0,0,0,453,0,0,86728957611,0,0,0,0,0,0,577,0,0
86730000611,0,0,0,0,0,0,481,0,0,86730077611,0,0,0,0,0,0,599,0,0
86731120611,0,0,0,0,0,0,513,0,0,86731197611,0,0,0,0,0,0,559,0,0
86732240611,0,0,0,0,0,0,507,0,0,86732317611,0,0,0,0,0,0,613,0,0
86733360611,0,0,0,0,0,0,520,0,0,86733437611,0,0,0,0,0,0,579,0,0
86734480611,0,0,0,0,0,0,479,0,0,86734557611,0,0,0,0,0,0,567,0,0
86735600611,0,0,0,0,0,0,466,0,0,86735677611,0,0,0,0,0,0,600,0,0
86736720611,0,0,0,0,0,0,548,0,0,86736797611,0,0,0,0,0,0,565,0,0
86737840611,0,0,0,0,0,0,527,0,0,86737917611,0,0,0,0,0,0,603,0,0
86738960611,0,0,0,0,0,0,508,0,0,86739037611,0,0,0,0,0,0,584,0,0
86740080611,0,0,0,0,0,0,485,0,0,86740157611,0,0,0,0,0,0,590,0,0
86741200611,0,0,0,0,0,0,496,0,0,86741277611,0,0,0,0,0,0,589,0,0
86742320611,0,0,0,0,0,0,527,0,0,86742397611,0,0,0,0,0,0,571,0,0
