timestamp_IMU1,accel_X_IMU1,accel_Y_IMU1,accel_Z_IMU1,gyro_X_IMU1,gyro_Y_IMU1,gyro_Z_IMU1,mag_X_IMU1,mag_Y_IMU1,mag_Z_IMU1,timestamp_IMU2,accel_X_IMU2,accel_Y_IMU2,accel_Z_IMU2,gyro_X_IMU2,gyro_Y_IMU2,gyro_Z_IMU2,mag_X_IMU2,mag_Y_IMU2,mag_Z_IMU2
54500880611,0,0,0,0,0,0,242,0,0,54500957611,0,0,0,0,0,0,478,0,0
54502000611,0,0,0,0,0,0,303,0,0,54502077611,0,0,0,0,0,0,468,0,0
54503120611,0,0,0,0,0,0,263,0,0,54503197611,0,0,0,0,0,0,501,0,0
54504240611,0,0,0,0,0,0,241,0,0,54504317611,0,0,0,0,0,0,488,0,0
54505360611,0,0,0,0,0,0,227,0,0,54505437611,0,0,0,0,0,0,440,0,0
54506480611,0,0,0,0,0,0,264,0,0,54506557611,0,0,0,0,0,0,433,0,0
54507600611,0,0,0,0,0,0,282,0,0,54507677611,0,0,0,0,0,0,427,0,0
54508720611,0,0,0,0,0,0,297,0,0,54508797611,0,0,0,0,0,0,468,0,0
54509840611,0,0,0,0,0,0,224,0,0,54509917611,0,0,0,0,0,0,458,0,0
54510960611,0,0,0,0,0,0,214,0,0,54511037611,0,0,0,0,0,0,487,0,0
54512080611,0,0,0,0,0,0,253,0,0,54512157611,0,0,0,0,0,0,451,0,0
54513200611,0,0,0,0,0,0,236,0,0,54513277611,0,0,0,0,0,0,453,0,0
54514320611,0,0,0,0,0,0,265,0,0,54514397611,0,0,0,0,0,0,458,0,0
54515440611,0,0,0,0,0,0,246,0,0,54515517611,0,0,0,0,0,0,440,0,0
54516560611,0,0,0,0,0,0,246,0,0,54516637611,0,0,0,0,0,0,492,0,0
54517680611,0,0,0,0,0,0,257,0,0,54517757611,0,0,0,0,0,0,496,0,0
54518800611,0,0,0,0,0,0,250,0,0,54518877611,0,0,0,0,0,0,456,0,0
54519920611,0,0,0,0,0,0,287,0,0,54519997611,0,0,0,0,0,0,455,0,0
54521040611,0,0,0,0,0,0,207,0,0,54521117611,0,0,0,0,0,0,481,0,0
54522160611,0,0,0,0,0,0,224,0,0,54522237611,0,0,0,0,0,0,452,0,0
54523280611,0,0,0,0,0,0,282,0,0,54523357611,0,0,0,0,0,0,456,0,0
54524400611,0,0,0,0,0,0,263,0,0,54524477611,0,0,0,0,0,0,452,0,0
54525520611,0,0,0,0,0,0,247,0,0,54525597611,0,0,0,0,0,0,484,0,0
54526640611,0,0,0,0,0,0,267,0,0,54526717611,0,0,0,0,0,0,462,0,0
54527760611,0,0,0,0,0,0,274,0,0,54527837611,0,0,0,0,0,0,478,0,0
54528880611,0,0,0,0,0,0,251,0,0,54528957611,0,0,0,0,0,0,506,0,0
54530000611,0,0,0,0,0,0,273,0,0,54530077611,0,0,0,0,0,0,448,0,0
54531120611,0,0,0,0,0,0,255,0,0,54531197611,0,0,0,0,0,0,459,0,0
54532240611,0,0,0,0,0,0,248,0,0,54532317611,0,0,0,0,0,0,453,0,0
54533360611,0,0,0,0,0,0,273,0,0,54533437611,0,0,0,0,0,0,518,0,0
54534480611,0,0,0,0,0,0,238,0,0,54534557611,0,0,0,0,0,0,452,0,0
54535600611,0,0,0,0,0,0,266,0,0,54535677611,0,0,0,0,0,0,463,0,0
54536720611,0,0,0,0,0,0,216,0,0,54536797611,0,0,0,0,0,0,420,0,0
