timestamp_IMU1,accel_X_IMU1,accel_Y_IMU1,accel_Z_IMU1,gyro_X_IMU1,gyro_Y_IMU1,gyro_Z_IMU1,mag_X_IMU1,mag_Y_IMU1,mag_Z_IMU1,timestamp_IMU2,accel_X_IMU2,accel_Y_IMU2,accel_Z_IMU2,gyro_X_IMU2,gyro_Y_IMU2,gyro_Z_IMU2,mag_X_IMU2,mag_Y_IMU2,mag_Z_IMU2
94901520611,0,0,0,0,0,0,264,0,0,94901597611,0,0,0,0,0,0,460,0,0
94902640611,0,0,0,0,0,0,243,0,0,94902717611,0,0,0,0,0,0,456,0,0
94903760611,0,0,0,0,0,0,301,0,0,94903837611,0,0,0,0,0,0,406,0,0
94904880611,0,0,0,0,0,0,221,0,0,94904957611,0,0,0,0,0,0,518,0,0
94906000611,0,0,0,0,0,0,333,0,0,94906077611,0,0,0,0,0,0,451,0,0
94907120611,0,0,0,0,0,0,286,0,0,94907197611,0,0,0,0,0,0,475,0,0
94908240611,0,0,0,0,0,0,282,0,0,94908317611,0,0,0,0,0,0,490,0,0
94909360611,0,0,0,0,0,0,257,0,0,94909437611,0,0,0,0,0,0,477,0,0
94910480611,0,0,0,0,0,0,183,0,0,94910557611,0,0,0,0,0,0,494,0,0
94911600611,0,0,0,0,0,0,281,0,0,94911677611,0,0,0,0,0,0,450,0,0
94912720611,0,0,0,0,0,0,265,0,0,94912797611,0,0,0,0,0,0,486,0,0
94913840611,0,0,0,0,0,0,248,0,0,94913917611,0,0,0,0,0,0,464,0,0
94914960611,0,0,0,0,0,0,299,0,0,94915037611,0,0,0,0,0,0,465,0,0
94916080611,0,0,0,0,0,0,253,0,0,94916157611,0,0,0,0,0,0,501,0,0
94917200611,0,0,0,0,0,0,315,0,0,94917277611,0,0,0,0,0,0,436,0,0
94918320611,0,0,0,0,0,0,238,0,0,94918397611,0,0,0,0,0,0,539,0,0
94919440611,0,0,0,0,0,0,301,0,0,94919517611,0,0,0,0,0,0,490,0,0
94920560611,0,0,0,0,0,0,245,0,0,94920637611,0,0,0,0,0,0,474,0,0
94921680611,0,0,0,0,0,0,263,0,0,94921757611,0,0,0,0,0,0,437,0,0
94922800611,0,0,0,0,0,0,275,0,0,94922877611,0,0,0,0,0,0,452,0,0
94923920611,0,0,0,0,0,0,298,0,0,94923997611,0,0,0,0,0,0,464,0,0
94925040611,0,0,0,0,0,0,236,0,0,94925117611,0,0,0,0,0,0,483,0,0
