timestamp_separation,timestamp_sync_event,offset,mag_sampling_leading_time
299958036799,299148234797,966000,0
300824913999,300015111997,968800,0
301691791199,300881989197,971600,0
302558668399,301748866397,974400,0
303425545599,302615743597,977200,0
304292422799,303482620797,980000,0
305159299999,304349497997,982800,0
306026177199,305216375197,985600,0
306893054399,306083252397,988400,0
307759931599,306950129597,991200,0
308626808799,307817006797,994000,0
309493685999,308683883997,996800,0
310360563199,309550761197,999600,0
311227440399,310417638397,1002400,0
312094317599,311284515597,1005200,0
312961194799,312151392797,1008000,0
313828071999,313018269997,1010800,0
314694949199,313885147197,1013600,0
315561826399,314752024397,1016400,0
316428703599,315618901597,1019200,0
317295580799,316485778797,1022000,0
318162457999,317352655997,1024800,0
319029335199,318219533197,1027600,0
319896212399,319086410397,1030400,0
320763089599,319953287597,1033200,0
321629966799,320820164797,1036000,0
322496843999,321687041997,1038800,0
323363721199,322553919197,1041600,0
324230598399,323420796397,1044400,0
325097475599,324287673597,1047200,0
325964352799,325154550797,1050000,0
326831229999,326021427997,1052800,0
327698107199,326888305197,1055600,0
328564984399,327755182397,1058400,0
329431861599,328622059597,1061200,0
330298738799,329488936797,1064000,0
331165615999,330355813997,1066800,0
332032493199,331222691197,1069600,0
332899370399,332089568397,1072400,0
333766247599,332956445597,1075200,0
334633124799,333823322797,1078000,0
335500001999,334690199997,1080800,0
336366879199,335557077197,1083600,0
