timestamp_IMU1,accel_X_IMU1,accel_Y_IMU1,accel_Z_IMU1,gyro_X_IMU1,gyro_Y_IMU1,gyro_Z_IMU1,mag_X_IMU1,mag_Y_IMU1,mag_Z_IMU1,timestamp_IMU2,accel_X_IMU2,accel_Y_IMU2,accel_Z_IMU2,gyro_X_IMU2,gyro_Y_IMU2,gyro_Z_IMU2,mag_X_IMU2,mag_Y_IMU2,mag_Z_IMU2
2800611,0,0,0,0,0,0,11533,0,0,2877611,0,0,0,0,0,0,-1025,0,0
3920611,0,0,0,0,0,0,481,0,0,3997611,0,0,0,0,0,0,562,0,0
5040611,0,0,0,0,0,0,479,0,0,5117611,0,0,0,0,0,0,610,0,0
6160611,0,0,0,0,0,0,481,0,0,6237611,0,0,0,0,0,0,552,0,0
7280611,0,0,0,0,0,0,449,0,0,7357611,0,0,0,0,0,0,582,0,0
8400611,0,0,0,0,0,0,462,0,0,8477611,0,0,0,0,0,0,520,0,0
9520611,0,0,0,0,0,0,507,0,0,9597611,0,0,0,0,0,0,556,0,0
10640611,0,0,0,0,0,0,458,0,0,10717611,0,0,0,0,0,0,587,0,0
11760611,0,0,0,0,0,0,508,0,0,11837611,0,0,0,0,0,0,581,0,0
12880611,0,0,0,0,0,0,447,0,0,12957611,0,0,0,0,0,0,602,0,0
14000611,0,0,0,0,0,0,475,0,0,14077611,0,0,0,0,0,0,584,0,0
15120611,0,0,0,0,0,0,473,0,0,15197611,0,0,0,0,0,0,545,0,0
16240611,0,0,0,0,0,0,492,0,0,16317611,0,0,0,0,0,0,588,0,0
17360611,0,0,0,0,0,0,470,0,0,17437611,0,0,0,0,0,0,602,0,0
18480611,0,0,0,0,0,0,408,0,0,18557611,0,0,0,0,0,0,575,0,0
19600611,0,0,0,0,0,0,475,0,0,19677611,0,0,0,0,0,0,539,0,0
20720611,0,0,0,0,0,0,476,0,0,20797611,0,0,0,0,0,0,573,0,0
21840611,0,0,0,0,0,0,469,0,0,21917611,0,0,0,0,0,0,613,0,0
22960611,0,0,0,0,0,0,485,0,0,23037611,0,0,0,0,0,0,582,0,0
24080611,0,0,0,0,0,0,501,0,0,24157611,0,0,0,0,0,0,563,0,0
25200611,0,0,0,0,0,0,514,0,0,25277611,0,0,0,0,0,0,590,0,0
26320611,0,0,0,0,0,0,443,0,0,26397611,0,0,0,0,0,0,585,0,0
27440611,0,0,0,0,0,0,501,0,0,27517611,0,0,0,0,0,0,610,0,0
28560611,0,0,0,0,0,0,422,0,0,28637611,0,0,0,0,0,0,575,0,0
29680611,0,0,0,0,0,0,509,0,0,29757611,0,0,0,0,0,0,609,0,0
30800611,0,0,0,0,0,0,489,0,0,30877611,0,0,0,0,0,0,590,0,0
31920611,0,0,0,0,0,0,469,0,0,31997611,0,0,0,0,0,0,572,0,0
33040611,0,0,0,0,0,0,442,0,0,33117611,0,0,0,0,0,0,583,0,0
34160611,0,0,0,0,0,0,510,0,0,34237611,0,0,0,0,0,0,600,0,0
35280611,0,0,0,0,0,0,478,0,0,35357611,0,0,0,0,0,0,585,0,0
36400611,0,0,0,0,0,0,443,0,0,36477611,0,0,0,0,0,0,583,0,0
37520611,0,0,0,0,0,0,488,0,0,37597611,0,0,0,0,0,0,568,0,0
38640611,0,0,0,0,0,0,460,0,0,38717611,0,0,0,0,0,0,605,0,0
39760611,0,0,0,0,0,0,469,0,0,39837611,0,0,0,0,0,0,593,0,0
40880611,0,0,0,0,0,0,474,0,0,40957611,0,0,0,0,0,0,570,0,0
42000611,0,0,0,0,0,0,487,0,0,42077611,0,0,0,0,0,0,570,0,0
43120611,0,0,0,0,0,0,434,0,0,43197611,0,0,0,0,0,0,549,0,0
44240611,0,0,0,0,0,0,465,0,0,44317611,0,0,0,0,0,0,568,0,0
45360611,0,0,0,0,0,0,498,0,0,45437611,0,0,0,0,0,0,556,0,0
46480611,0,0,0,0,0,0,456,0,0,46557611,0,0,0,0,0,0,567,0,0
47600611,0,0,0,0,0,0,448,0,0,47677611,0,0,0,0,0,0,522,0,0
48720611,0,0,0,0,0,0,440,0,0,48797611,0,0,0,0,0,0,563,0,0
49840611,0,0,0,0,0,0,523,0,0,49917611,0,0,0,0,0,0,570,0,0
50960611,0,0,0,0,0,0,478,0,0,51037611,0,0,0,0,0,0,554,0,0
52080611,0,0,0,0,0,0,449,0,0,52157611,0,0,0,0,0,0,607,0,0
53200611,0,0,0,0,0,0,508,0,0,53277611,0,0,0,0,0,0,534,0,0
54320611,0,0,0,0,0,0,506,0,0,54397611,0,0,0,0,0,0,625,0,0
55440611,0,0,0,0,0,0,464,0,0,55517611,0,0,0,0,0,0,574,0,0
56560611,0,0,0,0,0,0,472,0,0,56637611,0,0,0,0,0,0,570,0,0
57680611,0,0,0,0,0,0,473,0,0,57757611,0,0,0,0,0,0,587,0,0
58800611,0,0,0,0,0,0,5852,0,0,58877611,0,0,0,0,0,0,-877,0,0
59920611,0,0,0,0,0,0,12150,0,0,59997611,0,0,0,0,0,0,-972,0,0
61040611,0,0,0,0,0,0,12214,0,0,61117611,0,0,0,0,0,0,-980,0,0
62160611,0,0,0,0,0,0,12136,0,0,62237611,0,0,0,0,0,0,-998,0,0
63280611,0,0,0,0,0,0,12170,0,0,63357611,0,0,0,0,0,0,-950,0,0
64400611,0,0,0,0,0,0,12155,0,0,64477611,0,0,0,0,0,0,-974,0,0
65520611,0,0,0,0,0,0,12141,0,0,65597611,0,0,0,0,0,0,-1006,0,0
66640611,0,0,0,0,0,0,12172,0,0,66717611,0,0,0,0,0,0,-971,0,0
67760611,0,0,0,0,0,0,5598,0,0,67837611,0,0,0,0,0,0,593,0,0
68880611,0,0,0,0,0,0,482,0,0,68957611,0,0,0,0,0,0,572,0,0
70000611,0,0,0,0,0,0,451,0,0,70077611,0,0,0,0,0,0,599,0,0
71120611,0,0,0,0,0,0,494,0,0,71197611,0,0,0,0,0,0,564,0,0
72240611,0,0,0,0,0,0,504,0,0,72317611,0,0,0,0,0,0,590,0,0
73360611,0,0,0,0,0,0,465,0,0,73437611,0,0,0,0,0,0,611,0,0
74480611,0,0,0,0,0,0,454,0,0,74557611,0,0,0,0,0,0,585,0,0
75600611,0,0,0,0,0,0,422,0,0,75677611,0,0,0,0,0,0,627,0,0
76720611,0,0,0,0,0,0,2978,0,0,76797611,0,0,0,0,0,0,-812,0,0
77840611,0,0,0,0,0,0,12156,0,0,77917611,0,0,0,0,0,0,-952,0,0
78960611,0,0,0,0,0,0,12157,0,0,79037611,0,0,0,0,0,0,-995,0,0
80080611,0,0,0,0,0,0,12142,0,0,80157611,0,0,0,0,0,0,-1032,0,0
81200611,0,0,0,0,0,0,12180,0,0,81277611,0,0,0,0,0,0,-979,0,0
82320611,0,0,0,0,0,0,12201,0,0,82397611,0,0,0,0,0,0,-994,0,0
83440611,0,0,0,0,0,0,12129,0,0,83517611,0,0,0,0,0,0,-971,0,0
84560611,0,0,0,0,0,0,12122,0,0,84637611,0,0,0,0,0,0,-996,0,0
85680611,0,0,0,0,0,0,12140,0,0,85757611,0,0,0,0,0,0,488,0,0
86800611,0,0,0,0,0,0,455,0,0,86877611,0,0,0,0,0,0,557,0,0
87920611,0,0,0,0,0,0,487,0,0,87997611,0,0,0,0,0,0,610,0,0
89040611,0,0,0,0,0,0,485,0,0,89117611,0,0,0,0,0,0,566,0,0
90160611,0,0,0,0,0,0,471,0,0,90237611,0,0,0,0,0,0,555,0,0
91280611,0,0,0,0,0,0,475,0,0,91357611,0,0,0,0,0,0,585,0,0
92400611,0,0,0,0,0,0,458,0,0,92477611,0,0,0,0,0,0,581,0,0
93520611,0,0,0,0,0,0,463,0,0,93597611,0,0,0,0,0,0,601,0,0
94640611,0,0,0,0,0,0,429,0,0,94717611,0,0,0,0,0,0,-585,0,0
