timestamp_separation,timestamp_sync_event,offset,mag_sampling_leading_time
509124799,57680797,0,0
1018721999,567277997,2800,0
1528319199,1076875197,5600,0
2037916399,1586472397,8400,0
2547513599,2096069597,11200,0
3057110799,2605666797,14000,0
3566707999,3115263997,16800,0
4076305199,3624861197,19600,0
4585902399,4134458397,22400,0
5095499599,4644055597,25200,0
5605096799,5153652797,28000,0
6114693999,5663249997,30800,0
6624291199,6172847197,33600,0
7133888399,6682444397,36400,0
7643485599,7192041597,39200,0
8153082799,7701638797,42000,0
8662679999,8211235997,44800,0
9172277199,8720833197,47600,0
9681874399,9230430397,50400,0
10191471599,9740027597,53200,0
10701068799,10249624797,56000,0
11210665999,10759221997,58800,0
11720263199,11268819197,61600,0
12229860399,11778416397,64400,0
12739457599,12288013597,67200,0
13249054799,12797610797,70000,0
13758651999,13307207997,72800,0
14268249199,13816805197,75600,0
14777846399,14326402397,78400,0
15287443599,14835999597,81200,0
15797040799,15345596797,84000,0
16306637999,15855193997,86800,0
16815115199,16363671197,89600,0
17323592399,16872148397,92400,0
17832069599,17380625597,95200,0
18340546799,17889102797,98000,0
18849023999,18397579997,100800,0
19357501199,18906057197,103600,0
19865978399,19414534397,106400,0
20374455599,19923011597,109200,0
20882932799,20431488797,112000,0
21391409999,20939965997,114800,0
21899887199,21448443197,117600,0
22408364399,21956920397,120400,0
22916841599,22465397597,123200,0
23425318799,22973874797,126000,0
23933795999,23482351997,128800,0
24442273199,23990829197,131600,0
24950750399,24499306397,134400,0
25459227599,25007783597,137200,0
25967704799,25516260797,140000,0
26476181999,26024737997,142800,0
26984659199,26533215197,145600,0
27493136399,27041692397,148400,0
28001613599,27550169597,151200,0
28510090799,28058646797,154000,0
29018567999,28567123997,156800,0
29527045199,29075601197,159600,0
30035522399,29584078397,162400,0
30543999599,30092555597,165200,0
31052476799,30601032797,168000,0
31560953999,31109509997,170800,0
32069431199,31617987197,173600,0
32577908399,32126464397,176400,0
33086385599,32634941597,179200,0
33594862799,33143418797,182000,0
34103339999,33651895997,184800,0
34611817199,34160373197,187600,0
35120294399,34668850397,190400,0
35628771599,35177327597,193200,0
36137248799,35685804797,196000,0
36645725999,36194281997,198800,0
37154203199,36702759197,201600,0
37662680399,37211236397,204400,0
38171157599,37719713597,207200,0
38679634799,38228190797,210000,0
39188111999,38736667997,212800,0
39696589199,39245145197,215600,0
40205066399,39753622397,218400,0
40713543599,40262099597,221200,0
41222020799,40770576797,224000,0
41730497999,41279053997,226800,0
42238975199,41787531197,229600,0
42747452399,42296008397,232400,0
43255929599,42804485597,235200,0
43764406799,43312962797,238000,0
44272883999,43821439997,240800,0
44781361199,44329917197,243600,0
45289838399,44838394397,246400,0
45798315599,45346871597,249200,0
46306792799,45855348797,252000,0
46815269999,46363825997,254800,0
47323747199,46872303197,257600,0
47832224399,47380780397,260400,0
48340701599,47889257597,263200,0
48849178799,48397734797,266000,0
49357655999,48906211997,268800,0
49866133199,49414689197,271600,0
50374610399,49923166397,274400,0
50883087599,50431643597,277200,0
51391564799,50940120797,280000,0
51900041999,51448597997,282800,0
52408519199,51957075197,285600,0
52916996399,52465552397,288400,0
53425473599,52974029597,291200,0
53933950799,53482506797,294000,0
54442427999,53990983997,296800,0
54950905199,54499461197,299600,0
55459382399,55007938397,302400,0
55967859599,55516415597,305200,0
56476336799,56024892797,308000,0
56984813999,56533369997,310800,0
57493291199,57041847197,313600,0
58001768399,57550324397,316400,0
58510245599,58058801597,319200,0
59018722799,58567278797,322000,0
59527199999,59075755997,324800,0
60035677199,59584233197,327600,0
60544154399,60092710397,330400,0
61052631599,60601187597,333200,0
61561108799,61109664797,336000,0
62069585999,61618141997,338800,0
62578063199,62126619197,341600,0
63086540399,62635096397,344400,0
63595017599,63143573597,347200,0
64103494799,63652050797,350000,0
64611971999,64160527997,352800,0
65120449199,64669005197,355600,0
65628926399,65177482397,358400,0
66137403599,65685959597,361200,0
66645880799,66194436797,364000,0
67154357999,66702913997,366800,0
67662835199,67211391197,369600,0
68171312399,67719868397,372400,0
68679789599,68228345597,375200,0
69188266799,68736822797,378000,0
69696743999,69245299997,380800,0
70205221199,69753777197,383600,0
70713698399,70262254397,386400,0
71222175599,70770731597,389200,0
71730652799,71279208797,392000,0
72239129999,71787685997,394800,0
72747607199,72296163197,397600,0
73256084399,72804640397,400400,0
73764561599,73313117597,403200,0
74273038799,73821594797,406000,0
74781515999,74330071997,408800,0
75289993199,74838549197,411600,0
75798470399,75347026397,414400,0
76306947599,75855503597,417200,0
76815424799,76363980797,420000,0
77323901999,76872457997,422800,0
77832379199,77380935197,425600,0
78340856399,77889412397,428400,0
78849333599,78397889597,431200,0
79357810799,78906366797,434000,0
79866287999,79414843997,436800,0
80374765199,79923321197,439600,0
80883242399,80431798397,442400,0
81391719599,80940275597,445200,0
